"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"2249","Asteraceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m","Crepis",,"PreservedSpecimen","Magnoliophyta","sancta","~ 1800",,"Crepis sancta (L.) Babcock","ICBN","1999-07-04 00:00:00.0","TR","319","Antalya","(L.) Babcock","Asterales","Asia","B"
"2250","Violaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m","Viola",,"PreservedSpecimen","Magnoliophyta","modesta","~ 1800",,"Viola modesta Fenzl","ICBN","1999-07-04 00:00:00.0","TR","320","Antalya","Fenzl","Violales","Asia","B"
"2251","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m","Arenaria",,"PreservedSpecimen","Magnoliophyta","serpyllifolia","~ 1800",,"Arenaria serpyllifolia L.","ICBN","1999-07-04 00:00:00.0","TR","321","Antalya","L.","Caryophyllales","Asia","B"
"2252","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m","Thlaspi",,"PreservedSpecimen","Magnoliophyta","perfoliatum","~ 1800",,"Thlaspi perfoliatum L.","ICBN","1999-07-04 00:00:00.0","TR","322","Antalya","L.","Capparales","Asia","B"
"2253","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m","Alyssum",,"PreservedSpecimen","Magnoliophyta","alyssoides","~ 1800",,"Alyssum alyssoides (L.) L.","ICBN","1999-07-04 00:00:00.0","TR","323","Antalya","(L.) L.","Capparales","Asia","B"
"2254","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m","Capsella",,"PreservedSpecimen","Magnoliophyta","bursa-pastoris","~ 1800",,"Capsella bursa-pastoris (L.) L.W.Medicus","ICBN","1999-07-04 00:00:00.0","TR","324","Antalya","(L.) L.W.Medicus","Capparales","Asia","B"
"2255","Chenopodiaceae","BGBM","mucronata",,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m","Noaea","Subspecies","PreservedSpecimen","Magnoliophyta","mucronata","~ 1800",,"Noaea mucronata subsp. mucronata","ICBN","1999-07-04 00:00:00.0","TR","325","Antalya",,"Caryophyllales","Asia","B"
"2256","Corylaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1600m","Ostrya",,"PreservedSpecimen","Magnoliophyta","carpinifolia","1600",,"Ostrya carpinifolia Scop.","ICBN","1999-07-08 00:00:00.0","TR","326","Antalya","Scop.","Fagales","Asia","B"
"2257","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1700m","Stachys",,"PreservedSpecimen","Magnoliophyta","cretica s.l.","1700",,"Stachys cretica s.l. L.","ICBN","1999-07-08 00:00:00.0","TR","327","Antalya","L.","Lamiales","Asia","B"
"2258","Scrophulariaceae","BGBM","ferruginea",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1700m","Digitalis","Subspecies","PreservedSpecimen","Magnoliophyta","ferruginea","1700",,"Digitalis ferruginea subsp. ferruginea","ICBN","1999-07-08 00:00:00.0","TR","328","Antalya",,"Scrophulariales","Asia","B"
"2259","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1700m","Silene","Variety","PreservedSpecimen","Magnoliophyta","armena","1700",,"Silene armena var. serrulata (Boiss.) Coode & Cullen","ICBN","1999-07-08 00:00:00.0","TR","329","Antalya","(Boiss.) Coode & Cullen","Caryophyllales","Asia","B"
"2260","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, shortly beyond the timberline, 1850m","Hesperis",,"PreservedSpecimen","Magnoliophyta","bicuspidata","1850",,"Hesperis bicuspidata (Willd.) Poir.","ICBN","1999-07-08 00:00:00.0","TR","330","Antalya","(Willd.) Poir.","Capparales","Asia","B"
"2261","Dipsacaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, shortly beyond the timberline, 1850m","Pterocephalus",,"PreservedSpecimen","Magnoliophyta","pinardii","1850",,"Pterocephalus pinardii Boiss.","ICBN","1999-07-08 00:00:00.0","TR","331","Antalya","Boiss.","Dipsacales","Asia","B"
"2262","Crassulaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, shortly beyond the timberline, 1850m","Prometheum",,"PreservedSpecimen","Magnoliophyta","sempervivoides","1850",,"Prometheum sempervivoides (Fisch. ex M.Bieb.) H.Ohba","ICBN","1999-07-08 00:00:00.0","TR","332","Antalya","(Fisch. ex M.Bieb.) H.Ohba","Rosales","Asia","B"
"2263","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, shortly beyond the timberline, 1850m","Dorystaechas",,"PreservedSpecimen","Magnoliophyta","hastata","1850",,"Dorystaechas hastata Boiss. & Heldr.","ICBN","1999-07-08 00:00:00.0","TR","333","Antalya","Boiss. & Heldr.","Lamiales","Asia","B"
"2264","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Verbascum","Variety","PreservedSpecimen","Magnoliophyta","cheiranthifolium","2050",,"Verbascum cheiranthifolium var. cheiranthifolium","ICBN","1999-07-08 00:00:00.0","TR","334","Antalya",,"Scrophulariales","Asia","B"
"2265","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Silene",,"PreservedSpecimen","Magnoliophyta","pruinosa","2050",,"Silene pruinosa Boiss.","ICBN","1999-07-08 00:00:00.0","TR","336","Antalya","Boiss.","Caryophyllales","Asia","B"
"2266","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Aethionema",,"PreservedSpecimen","Magnoliophyta","iberideum","2050",,"Aethionema iberideum (Boiss.) Boiss.","ICBN","1999-07-08 00:00:00.0","TR","337","Antalya","(Boiss.) Boiss.","Capparales","Asia","B"
"2267","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Sideritis",,"PreservedSpecimen","Magnoliophyta","libanotica","2050",,"Sideritis libanotica Labill.","ICBN","1999-07-08 00:00:00.0","TR","338","Antalya","Labill.","Lamiales","Asia","B"
"2268","Hypericaceae","BGBM","depilatum",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Hypericum","Variety","PreservedSpecimen","Magnoliophyta","aviculariifolium","2000",,"Hypericum aviculariifolium var. bourgaei (Boiss.) Robson","ICBN","1999-07-08 00:00:00.0","TR","339","Antalya","(Boiss.) Robson","Malpighiales","Asia","B"
"2269","Hypericaceae","BGBM","depilatum",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Hypericum","Variety","PreservedSpecimen","Magnoliophyta","aviculariifolium","2050",,"Hypericum aviculariifolium var. bourgaei (Boiss.) Robson","ICBN","1999-07-08 00:00:00.0","TR","339x24","Antalya","(Boiss.) Robson","Malpighiales","Asia","B"
"2270","Dipsacaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Cephalaria",,"PreservedSpecimen","Magnoliophyta","lycica","2000",,"Cephalaria lycica K.M.Matthew","ICBN","1999-07-08 00:00:00.0","TR","340","Antalya","K.M.Matthew","Dipsacales","Asia","B"
"2271","Fabaceae","BGBM","angustifolius",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Astragalus","Subspecies","PreservedSpecimen","Magnoliophyta","angustifolius","2050",,"Astragalus angustifolius subsp. angustifolius","ICBN","1999-07-08 00:00:00.0","TR","341","Antalya",,"Fabales","Asia","B"
"2272","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Centaurea",,"PreservedSpecimen","Magnoliophyta","bourgaei","2050",,"Centaurea bourgaei Boiss.","ICBN","1999-07-08 00:00:00.0","TR","342","Antalya","Boiss.","Asterales","Asia","B"
"2273","Scrophulariaceae","BGBM","cuneifolia",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","cuneifolia","2050",,"Veronica cuneifolia subsp. cuneifolia","ICBN","1999-07-08 00:00:00.0","TR","343","Antalya",,"Scrophulariales","Asia","B"
"2274","Rubiaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Cruciata",,"PreservedSpecimen","Magnoliophyta","taurica","2050",,"Cruciata taurica (Pall. ex Willd.) Ehrend.","ICBN","1999-07-08 00:00:00.0","TR","344","Antalya","(Pall. ex Willd.) Ehrend.","Rubiales","Asia","B"
"2275","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Alyssum",,"PreservedSpecimen","Magnoliophyta","aurantiacum","2050",,"Alyssum aurantiacum Boiss.","ICBN","1999-07-08 00:00:00.0","TR","345a","Antalya","Boiss.","Capparales","Asia","B"
"2276","Brassicaceae","BGBM","pateri",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","pateri","2050",,"Alyssum pateri subsp. pateri","ICBN","1999-07-08 00:00:00.0","TR","345b","Antalya",,"Capparales","Asia","B"
"2277","Rosaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Rosa",,"PreservedSpecimen","Magnoliophyta","pulverulenta","2050",,"Rosa pulverulenta M.Bieb.","ICBN","1999-07-08 00:00:00.0","TR","346","Antalya","M.Bieb.","Rosales","Asia","B"
"2278","Rubiaceae","BGBM","centrale",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2050",,"Galium incanum subsp. centrale Ehrend.","ICBN","1999-07-08 00:00:00.0","TR","347","Antalya","Ehrend.","Rubiales","Asia","B"
"2279","Boraginaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Alkanna","Variety","PreservedSpecimen","Magnoliophyta","areolata","2050",,"Alkanna areolata var. areolata","ICBN","1999-07-08 00:00:00.0","TR","348","Antalya",,"Lamiales","Asia","B"
"2280","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","tomentellus","2050",,"Bromus tomentellus subsp. tomentellus","ICBN","1999-07-08 00:00:00.0","TR","349a","Antalya",,"Cyperales","Asia","B"
"2281","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1700m","Milium",,"PreservedSpecimen","Magnoliophyta","vernale","1700",,"Milium vernale M.Bieb.","ICBN","1999-07-08 00:00:00.0","TR","349b","Antalya","M.Bieb.","Cyperales","Asia","B"
"2282","Asteraceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, plateau below Çiçekbaba Tepesi, 1900m","Scorzonera",,"PreservedSpecimen","Magnoliophyta","sandrasica","1900",,"Scorzonera sandrasica Hartvig & Strid","ICBN","1999-06-19 00:00:00.0","TR","35","Mugla","Hartvig & Strid","Asterales","Asia","B"
"2283","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1600m","noch unbestimmt !!!",,"PreservedSpecimen",,,"1600",,"noch unbestimmt !!!","ICBN","1999-07-08 00:00:00.0","TR","350","Antalya",,,"Asia","B"
"2284","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1700m","Hieracium",,"PreservedSpecimen","Magnoliophyta","pilosella","1700",,"Hieracium pilosella L.","ICBN","1999-07-08 00:00:00.0","TR","351","Antalya","L.","Asterales","Asia","B"
"2285","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Echinops",,"PreservedSpecimen","Magnoliophyta","emiliae","2000",,"Echinops emiliae O.Schwarz ex P.H.Davis","ICBN","1999-07-08 00:00:00.0","TR","352","Antalya","O.Schwarz ex P.H.Davis","Asterales","Asia","B"
"2286","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","tauri","2000",,"Elytrigia tauri (Boiss. & Balansa) Tzvelev.","ICBN","1999-07-08 00:00:00.0","TR","353","Antalya","(Boiss. & Balansa) Tzvelev.","Cyperales","Asia","B"
"2287","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Koeleria",,"PreservedSpecimen","Magnoliophyta","macrantha","2000",,"Koeleria macrantha (Ledeb.) Schult.","ICBN","1999-07-08 00:00:00.0","TR","354","Antalya","(Ledeb.) Schult.","Cyperales","Asia","B"
"2288","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Ajuga",,"PreservedSpecimen","Magnoliophyta","vestita","2000",,"Ajuga vestita Boiss.","ICBN","1999-07-08 00:00:00.0","TR","355","Antalya","Boiss.","Lamiales","Asia","B"
"2289","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Minuartia",,"PreservedSpecimen","Magnoliophyta","leucocephala","2000",,"Minuartia leucocephala (Boiss.) Mattf.","ICBN","1999-07-08 00:00:00.0","TR","356","Antalya","(Boiss.) Mattf.","Caryophyllales","Asia","B"
"2290","Rubiaceae","BGBM","centrale",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2000",,"Galium incanum subsp. centrale Ehrend.","ICBN","1999-07-08 00:00:00.0","TR","357","Antalya","Ehrend.","Rubiales","Asia","B"
"2291","Euphorbiaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Euphorbia","Variety","PreservedSpecimen","Magnoliophyta","herniariifolia","2000",,"Euphorbia herniariifolia var. glaberrima Hal.","ICBN","1999-07-08 00:00:00.0","TR","358","Antalya","Hal.","Euphorbiales","Asia","B"
"2292","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m","Scrophularia",,"PreservedSpecimen","Magnoliophyta","candelabrum","1900",,"Scrophularia candelabrum Heywood","ICBN","1999-07-08 00:00:00.0","TR","359","Antalya","Heywood","Scrophulariales","Asia","B"
"2293","Liliaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, plateau below Çiçekbaba Tepesi, 1900m","Muscari",,"PreservedSpecimen","Magnoliophyta","cf. armeniacum","1900",,"Muscari cf. armeniacum Leichtlin ex Baker","ICBN","1999-06-19 00:00:00.0","TR","36","Mugla","Leichtlin ex Baker","Liliales","Asia","B"
"2294","Asteraceae","BGBM","anatolica",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Anthemis","Subspecies","PreservedSpecimen","Magnoliophyta","cretica","2000",,"Anthemis cretica subsp. anatolica (Boiss.) Grierson","ICBN","1999-07-08 00:00:00.0","TR","360","Antalya","(Boiss.) Grierson","Asterales","Asia","B"
"2295","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","reuterana","1900",,"Centaurea reuterana var. reuterana","ICBN","1999-07-08 00:00:00.0","TR","361","Antalya",,"Asterales","Asia","B"
"2296","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m","Bornmuellerantha",,"PreservedSpecimen","Magnoliophyta","aucheri","1900",,"Bornmuellerantha aucheri Boiss.","ICBN","1999-07-08 00:00:00.0","TR","362","Antalya","Boiss.","Scrophulariales","Asia","B"
"2297","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2050",,"Poa bulbosa agg. L.","ICBN","1999-07-08 00:00:00.0","TR","363","Antalya","L.","Cyperales","Asia","B"
"2298","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, 1700m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","1700",,"Poa bulbosa agg. L.","ICBN","1999-07-08 00:00:00.0","TR","364","Antalya","L.","Cyperales","Asia","B"
"2299","Poaceae","BGBM","ciliata",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m","Melica","Subspecies","PreservedSpecimen","Magnoliophyta","ciliata","1900",,"Melica ciliata subsp. ciliata","ICBN","1999-07-08 00:00:00.0","TR","365","Antalya",,"Cyperales","Asia","B"
"2300","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Centaurea",,"PreservedSpecimen","Magnoliophyta","pestalozzae","2000",,"Centaurea pestalozzae Boiss.","ICBN","1999-07-08 00:00:00.0","TR","366","Antalya","Boiss.","Asterales","Asia","B"
"2301","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Sideritis",,"PreservedSpecimen","Magnoliophyta","libanotica","2000",,"Sideritis libanotica Labill.","ICBN","1999-07-08 00:00:00.0","TR","367","Antalya","Labill.","Lamiales","Asia","B"
"2302","Liliaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Ornithogalum",,"PreservedSpecimen","Magnoliophyta","brevipedicellatum","2000",,"Ornithogalum brevipedicellatum Boiss. ex Baker","ICBN","1999-07-08 00:00:00.0","TR","368","Antalya","Boiss. ex Baker","Liliales","Asia","B"
"2303","Boraginaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Alkanna","Variety","PreservedSpecimen","Magnoliophyta","areolata","2000",,"Alkanna areolata var. areolata","ICBN","1999-07-08 00:00:00.0","TR","369","Antalya",,"Lamiales","Asia","B"
"2304","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Aethionema",,"PreservedSpecimen","Magnoliophyta","iberideum","2000",,"Aethionema iberideum (Boiss.) Boiss.","ICBN","1999-07-08 00:00:00.0","TR","370","Antalya","(Boiss.) Boiss.","Capparales","Asia","B"
"2305","Poaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","divaricata","2400",,"Elytrigia divaricata (Boiss. & Balansa) Nevski","ICBN","1999-07-10 00:00:00.0","TR","371","Antalya","(Boiss. & Balansa) Nevski","Cyperales","Asia","B"
"2306","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Koeleria",,"PreservedSpecimen","Magnoliophyta","macrantha","2000",,"Koeleria macrantha (Ledeb.) Schult.","ICBN","1999-07-08 00:00:00.0","TR","371x26","Antalya","(Ledeb.) Schult.","Cyperales","Asia","B"
"2307","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m","Minuartia",,"PreservedSpecimen","Magnoliophyta","pestalozzae","2400",,"Minuartia pestalozzae (Boiss.) Bornm.","ICBN","1999-07-10 00:00:00.0","TR","372","Antalya","(Boiss.) Bornm.","Caryophyllales","Asia","B"
"2308","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m","Sedum","Variety","PreservedSpecimen","Magnoliophyta","hispanicum","2400",,"Sedum hispanicum var. hispanicum","ICBN","1999-07-10 00:00:00.0","TR","373a","Antalya",,"Rosales","Asia","B"
"2309","Geraniaceae","BGBM","tuberosum",,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Geranium","Subspecies","PreservedSpecimen","Magnoliophyta","tuberosum","2500",,"Geranium tuberosum subsp. tuberosum","ICBN","1999-07-10 00:00:00.0","TR","373b","Antalya",,"Geraniales","Asia","B"
"2310","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Dianthus",,"PreservedSpecimen","Magnoliophyta","anatolicus","2500",,"Dianthus anatolicus Boiss.","ICBN","1999-07-10 00:00:00.0","TR","374a","Antalya","Boiss.","Caryophyllales","Asia","B"
"2311","unbekannt","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2400",,"noch unbestimmt !!!","ICBN","1999-07-10 00:00:00.0","TR","374b","Antalya",,,"Asia","B"
"2312","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Alyssum",,"PreservedSpecimen","Magnoliophyta","erosulum","2500",,"Alyssum erosulum Clementi","ICBN","1999-07-10 00:00:00.0","TR","375","Antalya","Clementi","Capparales","Asia","B"
"2313","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2500",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","ICBN","1999-07-10 00:00:00.0","TR","376","Antalya","(Boiss.) Ehrend.","Rubiales","Asia","B"
"2314","Campanulaceae","BGBM","cichoriiforme",,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","virgatum","2500",,"Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt","ICBN","1999-07-10 00:00:00.0","TR","377","Antalya","(Boiss.) Damboldt","Campanulales","Asia","B"
"2315","Lamiaceae","BGBM","sipyleus",,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Thymus","Variety","PreservedSpecimen","Magnoliophyta","sipyleus","2500",,"Thymus sipyleus var. davisianus Ronniger","ICBN","1999-07-10 00:00:00.0","TR","378","Antalya","Ronniger","Lamiales","Asia","B"
"2316","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Bornmuellerantha",,"PreservedSpecimen","Magnoliophyta","aucheri","2500",,"Bornmuellerantha aucheri Boiss.","ICBN","1999-07-10 00:00:00.0","TR","379","Antalya","Boiss.","Scrophulariales","Asia","B"
"2317","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Sandras Dagi above Agla, plateau below Çiçekbaba Tepesi, 1900m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","1900",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","ICBN","1999-06-19 00:00:00.0","TR","38","Mugla","(Boiss.) Ehrend.","Rubiales","Asia","B"
"2318","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Dianthus",,"PreservedSpecimen","Magnoliophyta","anatolicus","2500",,"Dianthus anatolicus Boiss.","ICBN","1999-07-10 00:00:00.0","TR","380","Antalya","Boiss.","Caryophyllales","Asia","B"
"2319","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","lycaonicum","2500",,"Acantholimon lycaonicum Boiss. & Heldr.","ICBN","1999-07-10 00:00:00.0","TR","381","Antalya","Boiss. & Heldr.","Plumbaginales","Asia","B"
"2320","Poaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","divaricata","2500",,"Elytrigia divaricata (Boiss. & Balansa) Nevski","ICBN","1999-07-10 00:00:00.0","TR","382","Antalya","(Boiss. & Balansa) Nevski","Cyperales","Asia","B"
"2321","Poaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Festuca",,"PreservedSpecimen","Magnoliophyta","valesiaca","2500",,"Festuca valesiaca Schleicher ex Gaudin","ICBN","1999-07-10 00:00:00.0","TR","383","Antalya","Schleicher ex Gaudin","Cyperales","Asia","B"
"2322","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m","Sedum",,"PreservedSpecimen","Magnoliophyta","album","2500",,"Sedum album L.","ICBN","1999-07-10 00:00:00.0","TR","384","Antalya","L.","Rosales","Asia","B"
