"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"1602","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Arenaria",,"PreservedSpecimen","Magnoliophyta","acerosa","2650",,"Arenaria acerosa Boiss.","ICBN","1999-08-01 00:00:00.0","TR","1098","Nigde","Boiss.","Caryophyllales","Asia","B"
"1603","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m","noch unbestimmt !!!",,"PreservedSpecimen",,,"1650",,"noch unbestimmt !!!","ICBN","1999-08-01 00:00:00.0","TR","1099","Nigde",,,"Asia","B"
"1604","unbekannt","BGBM",,,"Markus Döring","Plantae","Sandras Dagi, road Agla - Serce Gedigi, above (=N) Yayla Köyü Agla. N 37°01´86´´ O 28°45´54´´, 950m","noch unbestimmt !!!",,"PreservedSpecimen",,,"950",,"noch unbestimmt !!!","ICBN","1999-06-19 00:00:00.0","TR","11","Mugla",,,"Asia","B"
"1605","Asteraceae","BGBM","canescens",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m","Achillea","Subspecies","PreservedSpecimen","Magnoliophyta","kotschyi","1650",,"Achillea kotschyi subsp. canescens Bässler","ICBN","1999-08-01 00:00:00.0","TR","1100","Nigde","Bässler","Asterales","Asia","B"
"1606","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Alyssum","Variety","PreservedSpecimen","Magnoliophyta","simplex","2650",,"Alyssum simplex var. minus","ICBN","1999-08-01 00:00:00.0","TR","1101","Nigde",,"Capparales","Asia","B"
"1607","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 1650m","Alyssum",,"PreservedSpecimen","Magnoliophyta","aurantiacum","1650",,"Alyssum aurantiacum Boiss.","ICBN","1999-08-01 00:00:00.0","TR","1102","Nigde","Boiss.","Capparales","Asia","B"
"1608","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","zonatus","2650",,"Dianthus zonatus var. zonatus","ICBN","1999-08-01 00:00:00.0","TR","1103","Nigde",,"Caryophyllales","Asia","B"
"1609","Brassicaceae","BGBM","heterocoma",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Draba","Variety","PreservedSpecimen","Magnoliophyta","bruniifolia","2650",,"Draba bruniifolia var. nana (Stapf) Schulz","ICBN","1999-08-01 00:00:00.0","TR","1104","Nigde","(Stapf) Schulz","Capparales","Asia","B"
"1610","Liliaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Asphodeline",,"PreservedSpecimen","Magnoliophyta","taurica","2650",,"Asphodeline taurica (Pall.) Kunth","ICBN","1999-08-01 00:00:00.0","TR","1105","Nigde","(Pall.) Kunth","Liliales","Asia","B"
"1611","Brassicaceae","BGBM","flexibile",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","condensatum","2650",,"Alyssum condensatum subsp. flexibile (Nyár.) Dudley","ICBN","1999-08-01 00:00:00.0","TR","1106","Nigde","(Nyár.) Dudley","Capparales","Asia","B"
"1612","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","pinifolia","2650",,"Festuca pinifolia var. pinifolia","ICBN","1999-08-01 00:00:00.0","TR","1107","Nigde",,"Cyperales","Asia","B"
"1613","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","curvifolia","2650",,"Gypsophila curvifolia Fenzl","ICBN","1999-08-01 00:00:00.0","TR","1108","Nigde","Fenzl","Caryophyllales","Asia","B"
"1614","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Teucrium","Variety","PreservedSpecimen","Magnoliophyta","montanum","2650",,"Teucrium montanum var. parnassicum Celak","ICBN","1999-08-01 00:00:00.0","TR","1109","Nigde","Celak","Lamiales","Asia","B"
"1615","Boraginaceae","BGBM","cariense",,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Cynoglossum","Variety","PreservedSpecimen","Magnoliophyta","lithospermifolium","1950",,"Cynoglossum lithospermifolium var. cariense","ICBN","1999-06-21 00:00:00.0","TR","110a","Mugla",,"Lamiales","Asia","B"
"1616","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m","Cerastium",,"PreservedSpecimen","Magnoliophyta","macranthum","2150",,"Cerastium macranthum Boiss.","ICBN","1999-06-21 00:00:00.0","TR","110b","Mugla","Boiss.","Caryophyllales","Asia","B"
"1617","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m","Hesperis",,"PreservedSpecimen","Magnoliophyta","kotschyi","2150",,"Hesperis kotschyi Boiss.","ICBN","1999-06-21 00:00:00.0","TR","111","Mugla","Boiss.","Capparales","Asia","B"
"1618","Brassicaceae","BGBM","cyclocarpa",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Aurinia","Subspecies","PreservedSpecimen","Magnoliophyta","rupestris","2700",,"Aurinia rupestris subsp. cyclocarpa","ICBN","1999-08-01 00:00:00.0","TR","1110","Nigde",,"Capparales","Asia","B"
"1619","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Nepeta",,"PreservedSpecimen","Magnoliophyta","betonicifolia","2700",,"Nepeta betonicifolia C.A.Mey.","ICBN","1999-08-01 00:00:00.0","TR","1111","Nigde","C.A.Mey.","Lamiales","Asia","B"
"1620","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Ranunculus","Variety","PreservedSpecimen","Magnoliophyta","demissus","2700",,"Ranunculus demissus var. major Boiss.","ICBN","1999-08-01 00:00:00.0","TR","1112","Nigde","Boiss.","Ranunculales","Asia","B"
"1621","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Poa",,"PreservedSpecimen","Magnoliophyta","psychrophila","2700",,"Poa psychrophila Boiss. & Heldr.","ICBN","1999-08-01 00:00:00.0","TR","1113","Nigde","Boiss. & Heldr.","Cyperales","Asia","B"
"1622","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Phleum",,"PreservedSpecimen","Magnoliophyta","alpinum","2700",,"Phleum alpinum L.","ICBN","1999-08-01 00:00:00.0","TR","1114","Nigde","L.","Cyperales","Asia","B"
"1623","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Poa",,"PreservedSpecimen","Magnoliophyta","nemoralis","2700",,"Poa nemoralis L.","ICBN","1999-08-01 00:00:00.0","TR","1115","Nigde","L.","Cyperales","Asia","B"
"1624","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2700",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-08-01 00:00:00.0","TR","1116","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"1625","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2700",,"noch unbestimmt !!!","ICBN","1999-08-01 00:00:00.0","TR","1117","Nigde",,,"Asia","B"
"1626","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Taraxacum",,"PreservedSpecimen","Magnoliophyta","sintenisii","2700",,"Taraxacum sintenisii Dahlst.","ICBN","1999-08-01 00:00:00.0","TR","1118","Nigde","Dahlst.","Asterales","Asia","B"
"1627","Polygonaceae","BGBM","carnea",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Persicaria","Subspecies","PreservedSpecimen","Magnoliophyta","bistorta","2700",,"Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet","ICBN","1999-08-01 00:00:00.0","TR","1119","Nigde","(C. Koch) Greuter & Burdet","Polygonales","Asia","B"
"1628","Liliaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, Ciçekbaba Tepesi, 2150m","Ornithogalum",,"PreservedSpecimen","Magnoliophyta","orthophyllum","2150",,"Ornithogalum orthophyllum Ten.","ICBN","1999-06-21 00:00:00.0","TR","112","Mugla","Ten.","Liliales","Asia","B"
"1629","Rubiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Galium",,"PreservedSpecimen","Magnoliophyta","cilicicum","2700",,"Galium cilicicum Boiss.","ICBN","1999-08-01 00:00:00.0","TR","1120","Nigde","Boiss.","Rubiales","Asia","B"
"1630","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2700",,"Poa bulbosa agg. L.","ICBN","1999-08-01 00:00:00.0","TR","1121","Nigde","L.","Cyperales","Asia","B"
"1631","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Arenaria",,"PreservedSpecimen","Magnoliophyta","balansae","2700",,"Arenaria balansae Boiss.","ICBN","1999-08-01 00:00:00.0","TR","1122","Nigde","Boiss.","Caryophyllales","Asia","B"
"1632","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Silene",,"PreservedSpecimen","Magnoliophyta","olympica","2700",,"Silene olympica Boiss.","ICBN","1999-08-01 00:00:00.0","TR","1123","Nigde","Boiss.","Caryophyllales","Asia","B"
"1633","Apiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Heracleum",,"PreservedSpecimen","Magnoliophyta","humile","2700",,"Heracleum humile Sm.","ICBN","1999-08-01 00:00:00.0","TR","1124","Nigde","Sm.","Apiales","Asia","B"
"1634","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2660m","Trifolium","Variety","PreservedSpecimen","Magnoliophyta","repens","2660",,"Trifolium repens var. repens","ICBN","1999-08-01 00:00:00.0","TR","1125a","Nigde",,"Fabales","Asia","B"
"1635","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2660m","Trifolium",,"PreservedSpecimen","Magnoliophyta","spadiceum","2660",,"Trifolium spadiceum L.","ICBN","1999-08-01 00:00:00.0","TR","1125b","Nigde","L.","Fabales","Asia","B"
"1636","Polygonaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, step crevice in cliff SE of tarn Karagöl, 2700m","Oxyria",,"PreservedSpecimen","Magnoliophyta","digyna","2700",,"Oxyria digyna (L.) Hill","ICBN","1999-08-01 00:00:00.0","TR","1126","Nigde","(L.) Hill","Polygonales","Asia","B"
"1637","Lamiaceae","BGBM","pinnatifida",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, basin and adjoining slopes around tarn Karagöl, 2650m","Scutellaria","Subspecies","PreservedSpecimen","Magnoliophyta","orientalis","2650",,"Scutellaria orientalis subsp. pinnatifida J.R.Edm.","ICBN","1999-08-01 00:00:00.0","TR","1127","Nigde","J.R.Edm.","Lamiales","Asia","B"
"1638","Geraniaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, slopes along the road from Meydan to tarn Karagöl, 1850m","Pelargonium",,"PreservedSpecimen","Magnoliophyta","endlicherianum","1850",,"Pelargonium endlicherianum Fenzl","ICBN","1999-08-01 00:00:00.0","TR","1128","Nigde","Fenzl","Geraniales","Asia","B"
"1639","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Helichrysum",,"PreservedSpecimen","Magnoliophyta","pallasii","2620",,"Helichrysum pallasii Ledeb.","ICBN","1999-08-01 00:00:00.0","TR","1129","Nigde","Ledeb.","Asterales","Asia","B"
"1640","Poaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit,","Stipa",,"PreservedSpecimen","Magnoliophyta","spec.","2180",,"Stipa spec.","ICBN","1999-06-21 00:00:00.0","TR","113","Mugla",,"Cyperales","Asia","B"
"1641","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Marrubium",,"PreservedSpecimen","Magnoliophyta","cephalanthum","2620",,"Marrubium cephalanthum Boiss. & Noe","ICBN","1999-08-01 00:00:00.0","TR","1130","Nigde","Boiss. & Noe","Lamiales","Asia","B"
"1642","Lamiaceae","BGBM","citrina",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Stachys","Subspecies","PreservedSpecimen","Magnoliophyta","citrina","2620",,"Stachys citrina subsp. citrina","ICBN","1999-08-01 00:00:00.0","TR","1131","Nigde",,"Lamiales","Asia","B"
"1643","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Centaurea",,"PreservedSpecimen","Magnoliophyta","mucronifera","2620",,"Centaurea mucronifera DC.","ICBN","1999-08-01 00:00:00.0","TR","1132","Nigde","DC.","Asterales","Asia","B"
"1644","Lamiaceae","BGBM","pinnatifida",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Scutellaria","Subspecies","PreservedSpecimen","Magnoliophyta","orientalis","2620",,"Scutellaria orientalis subsp. pinnatifida J.R.Edm.","ICBN","1999-08-01 00:00:00.0","TR","1133","Nigde","J.R.Edm.","Lamiales","Asia","B"
"1645","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2550m","Iberis",,"PreservedSpecimen","Magnoliophyta","simplex","2550",,"Iberis simplex DC.","ICBN","1999-08-01 00:00:00.0","TR","1134","Nigde","DC.","Capparales","Asia","B"
"1646","Brassicaceae","BGBM","flexibile",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","condensatum","2620",,"Alyssum condensatum subsp. flexibile (Nyár.) Dudley","ICBN","1999-08-01 00:00:00.0","TR","1135","Nigde","(Nyár.) Dudley","Capparales","Asia","B"
"1647","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Acantholimon",,"PreservedSpecimen","Magnoliophyta","lycaonicum","2620",,"Acantholimon lycaonicum Boiss. & Heldr.","ICBN","1999-08-01 00:00:00.0","TR","1136","Nigde","Boiss. & Heldr.","Plumbaginales","Asia","B"
"1648","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Astragalus",,"PreservedSpecimen","Magnoliophyta","haussknechtii","2620",,"Astragalus haussknechtii Bunge","ICBN","1999-08-01 00:00:00.0","TR","1137","Nigde","Bunge","Fabales","Asia","B"
"1649","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","cana","2620",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","ICBN","1999-08-01 00:00:00.0","TR","1138","Nigde","(Boiss.) D.F.Chamb.","Asterales","Asia","B"
"1650","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Crepis",,"PreservedSpecimen","Magnoliophyta","willdenowii","2620",,"Crepis willdenowii Czerep.","ICBN","1999-08-01 00:00:00.0","TR","1139","Nigde","Czerep.","Asterales","Asia","B"
"1651","Convolvulaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 1800m","Convolvulus",,"PreservedSpecimen","Magnoliophyta","libanoticus","1800",,"Convolvulus libanoticus Boiss.","ICBN","1999-06-21 00:00:00.0","TR","114","Mugla","Boiss.","Solanales","Asia","B"
"1652","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","tragium","2620",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","ICBN","1999-08-01 00:00:00.0","TR","1140","Nigde","(I. Schischk.) Tutin","Apiales","Asia","B"
"1653","Liliaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Ornithogalum",,"PreservedSpecimen","Magnoliophyta","comosum","2620",,"Ornithogalum comosum L.","ICBN","1999-08-01 00:00:00.0","TR","1141","Nigde","L.","Liliales","Asia","B"
"1654","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl. N37°24´67´´, O34","Ononis","Variety","PreservedSpecimen","Magnoliophyta","adenotricha","2620",,"Ononis adenotricha var. adenotricha","ICBN","1999-08-01 00:00:00.0","TR","1142","Nigde",,"Fabales","Asia","B"
"1655","Lamiaceae","BGBM","oligodon",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 1600m","Marrubium","Subspecies","PreservedSpecimen","Magnoliophyta","parviflorum","1600",,"Marrubium parviflorum subsp. oligodon (Boiss.) Seybold","ICBN","1999-08-01 00:00:00.0","TR","1143","Nigde","(Boiss.) Seybold","Lamiales","Asia","B"
"1656","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, slopes along the road from Meydan to tarn Karagöl, 1600m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","curvifolia","1600",,"Gypsophila curvifolia Fenzl","ICBN","1999-08-01 00:00:00.0","TR","1144","Nigde","Fenzl","Caryophyllales","Asia","B"
"1657","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Ebenus","Variety","PreservedSpecimen","Magnoliophyta","laguroides","2100",,"Ebenus laguroides var. cilicica (Boiss.) Bornm.","ICBN","1999-08-06 00:00:00.0","TR","1145","Adana","(Boiss.) Bornm.","Fabales","Asia","B"
"1658","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Sesleria",,"PreservedSpecimen","Magnoliophyta","alba","2100",,"Sesleria alba Sm.","ICBN","1999-08-06 00:00:00.0","TR","1146","Adana","Sm.","Cyperales","Asia","B"
"1659","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Kayaçik Bogazi, 2100m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","libanotica","2100",,"Elytrigia libanotica (Hack.) J.Holub.","ICBN","1999-08-06 00:00:00.0","TR","1147","Adana","(Hack.) J.Holub.","Cyperales","Asia","B"
